"Grant ID","to","from","Amount","Recipient ID","Funder ID","Start year","End year"
"3461","Southwest Solutions, Inc","Community Foundation for Southeast Michigan","5000","466","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3460","Southwest Solutions, Inc","Community Foundation for Southeast Michigan","2500","466","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3459","Southwest Solutions, Inc","Community Foundation for Southeast Michigan","75000","466","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3458","Southwest Solutions, Inc","Community Foundation for Southeast Michigan","10000","466","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3457","Southwest Housing Solutions Corporation","Community Foundation for Southeast Michigan","335000","464","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3456","Southwest Detroit Business Association","Community Foundation for Southeast Michigan","50000","461","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3455","Southeastern Michigan Health Association","Community Foundation for Southeast Michigan","5662","458","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3454","Society of St Vincent de Paul (SVDP) - Detroit","Community Foundation for Southeast Michigan","8000","456","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3453","Society of St Vincent de Paul (SVDP) - Detroit","Community Foundation for Southeast Michigan","7592","456","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3452","Society of St Vincent de Paul (SVDP) - Detroit","Community Foundation for Southeast Michigan","750","456","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3451","Society of St Vincent de Paul (SVDP) - Detroit","Community Foundation for Southeast Michigan","5500","456","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3450","Society for the Propagation of the Faith - Detroit ","Community Foundation for Southeast Michigan","6000","3449","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3448","Sacred Heart Major Seminary Foundation","Community Foundation for Southeast Michigan","250","442","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3447","Sacred Heart Major Seminary Foundation","Community Foundation for Southeast Michigan","1000","442","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3446","Sacred Heart Major Seminary Foundation","Community Foundation for Southeast Michigan","3000","442","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3445","Sacred Heart Major Seminary Foundation","Community Foundation for Southeast Michigan","5000","442","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3444","Ruth Ellis Center, Inc","Community Foundation for Southeast Michigan","1500","441","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3443","Ruth Ellis Center, Inc","Community Foundation for Southeast Michigan","500","441","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3442","Ruth Ellis Center, Inc","Community Foundation for Southeast Michigan","40000","441","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3441","Ruth Ellis Center, Inc","Community Foundation for Southeast Michigan","1501","441","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3440","Reading Works","Community Foundation for Southeast Michigan","25000","578","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3439","Racquet Up Detroit","Community Foundation for Southeast Michigan","19850","426","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3438","Province of St Joseph of the Capuchin Order","Community Foundation for Southeast Michigan","500","421","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3437","Province of St Joseph of the Capuchin Order","Community Foundation for Southeast Michigan","2000","421","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3436","Province of St Joseph of the Capuchin Order","Community Foundation for Southeast Michigan","7029","421","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3435","Province of St Joseph of the Capuchin Order","Community Foundation for Southeast Michigan","25495","421","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3434","Province of St Joseph of the Capuchin Order","Community Foundation for Southeast Michigan","7706","421","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3433","Province of St Joseph of the Capuchin Order","Community Foundation for Southeast Michigan","500","421","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3432","Province of St Joseph of the Capuchin Order","Community Foundation for Southeast Michigan","19500","421","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3431","Pewabic Society, Inc","Community Foundation for Southeast Michigan","1000","411","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3430","Pewabic Society, Inc","Community Foundation for Southeast Michigan","2500","411","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3429","Pewabic Society, Inc","Community Foundation for Southeast Michigan","11250","411","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3428","Pewabic Society, Inc","Community Foundation for Southeast Michigan","1250","411","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3427","Old Newsboys' Goodfellows Fund of Detroit","Community Foundation for Southeast Michigan","1000","400","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3426","Old Newsboys' Goodfellows Fund of Detroit","Community Foundation for Southeast Michigan","4609","400","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3425","Old Newsboys' Goodfellows Fund of Detroit","Community Foundation for Southeast Michigan","117574","400","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3424","NextEnergy","Community Foundation for Southeast Michigan","1000000","394","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3423","New Detroit, Inc","Community Foundation for Southeast Michigan","50000","387","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3422","New Detroit, Inc","Community Foundation for Southeast Michigan","155082","387","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3421","Neighbors Building Brightmoor ","Community Foundation for Southeast Michigan","50000","3420","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3419","Music Hall Center for the Performing Arts, Inc","Community Foundation for Southeast Michigan","5000","374","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3418","Museum of Contemporary Art Detroit (MOCAD)","Community Foundation for Southeast Michigan","5482","373","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3417","Museum of Contemporary Art Detroit (MOCAD)","Community Foundation for Southeast Michigan","500","373","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3416","Motor City Blight Busters, Inc","Community Foundation for Southeast Michigan","60000","370","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3415","Minerva Education and Development Foundation ","Community Foundation for Southeast Michigan","8096","3414","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3413","Midtown Detroit, Inc","Community Foundation for Southeast Michigan","4990","364","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3412","Midtown Detroit, Inc","Community Foundation for Southeast Michigan","25000","364","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3411","Midtown Detroit, Inc","Community Foundation for Southeast Michigan","250000","364","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3410","Midtown Detroit, Inc","Community Foundation for Southeast Michigan","1403250","364","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3409","Midtown Detroit, Inc","Community Foundation for Southeast Michigan","250","364","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3408","Midnight Golf Program","Community Foundation for Southeast Michigan","5500","363","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3407","Michigan Roundtable for Diversity and Inclusion","Community Foundation for Southeast Michigan","3340","353","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3406","Michigan Roundtable for Diversity and Inclusion","Community Foundation for Southeast Michigan","30000","353","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3405","Michigan Roundtable for Diversity and Inclusion","Community Foundation for Southeast Michigan","250","353","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3404","Michigan Roundtable for Diversity and Inclusion","Community Foundation for Southeast Michigan","10000","353","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3403","Urban Nation Radio LLC","Awesome Foundation","1000","3401","39","Tue, 01 Apr 2014 00:00:00 -0400","Tue, 01 Apr 2014 00:00:00 -0400"
"3402","Michigan Opportunities and Resources for Entrepreneurs (MORE)","Community Foundation for Southeast Michigan","15000","351","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3400","Michigan Opportunities and Resources for Entrepreneurs (MORE)","Community Foundation for Southeast Michigan","650000","351","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3399","Magenta Giraffe Theatre Company","Awesome Foundation","1000","3398","39","Sat, 01 Mar 2014 00:00:00 -0500","Sun, 01 Mar 2015 00:00:00 -0500"
"3397","Michigan Opera Theatre","Community Foundation for Southeast Michigan","203250","350","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3396","Detroit Represent!","Awesome Foundation","1000","3394","39","Sat, 01 Feb 2014 00:00:00 -0500","Sat, 01 Feb 2014 00:00:00 -0500"
"3395","Michigan Opera Theatre","Community Foundation for Southeast Michigan","750","350","111","Sun, 01 Jan 2012 00:00:00 -0500","Wed, 01 Jan 2014 00:00:00 -0500"
"3393","Enhancing Drawing Detroit","Awesome Foundation","1000","3391","39","Wed, 01 Jan 2014 00:00:00 -0500","Wed, 01 Jan 2014 00:00:00 -0500"
"3392","Michigan Opera Theatre","Community Foundation for Southeast Michigan","600","350","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3390","Better Detroit Youth Movement Marketing/Media Team","Awesome Foundation","1000","3389","39","Wed, 01 Jan 2014 00:00:00 -0500","Wed, 01 Jan 2014 00:00:00 -0500"
"3388","Detroit Charter Data","Awesome Foundation","1000","3387","39","Fri, 01 Nov 2013 00:00:00 -0400","Fri, 01 Nov 2013 00:00:00 -0400"
"3386","Rust Belt Regional Poetry Slam","Awesome Foundation","1000","3384","39","Tue, 01 Oct 2013 00:00:00 -0400","Tue, 01 Oct 2013 00:00:00 -0400"
"3385","Michigan Opera Theatre","Community Foundation for Southeast Michigan","12921","350","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3383","Michigan Opera Theatre","Community Foundation for Southeast Michigan","180619","350","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3382","Essence of Motown Literary Jam & Conference","Awesome Foundation","1000","3380","39","Tue, 01 Oct 2013 00:00:00 -0400","Tue, 01 Oct 2013 00:00:00 -0400"
"3381","Metropolitan United Methodist Church","Community Foundation for Southeast Michigan","6000","340","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3379","Mariners Inn","Community Foundation for Southeast Michigan","11240","329","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3378","Neighbors Building Brightmoor Newsletters","Awesome Foundation","1000","3376","39","Sun, 01 Sep 2013 00:00:00 -0400","Sun, 01 Sep 2013 00:00:00 -0400"
"3377","Mariners Inn","Community Foundation for Southeast Michigan","1000","329","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3375","Manna Community Meals","Community Foundation for Southeast Michigan","500","328","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3374","Detroit Mom and Pop Shop","Awesome Foundation","1000","3373","39","Mon, 01 Jul 2013 00:00:00 -0400","Mon, 01 Jul 2013 00:00:00 -0400"
"3372","Manna Community Meals","Community Foundation for Southeast Michigan","5224","328","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3371","Loyola High School","Community Foundation for Southeast Michigan","4000","325","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3370","Loyola High School","Community Foundation for Southeast Michigan","250","325","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3369","Loyola High School","Community Foundation for Southeast Michigan","29864","325","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3368","Life Challenge of Southeastern Michigan","Community Foundation for Southeast Michigan","19625","316","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3367","KICK: The Agency for LGBT African-Americans ","Community Foundation for Southeast Michigan","5000","3365","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3366","KICK: The Agency for LGBT African-Americans ","Community Foundation for Southeast Michigan","500","3365","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3364","Jefferson East, Inc","Community Foundation for Southeast Michigan","150000","289","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3363","Jefferson East, Inc","Community Foundation for Southeast Michigan","70000","289","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3362","Invest Detroit Foundation (IDF)","Community Foundation for Southeast Michigan","2000000","284","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3361","International Institute Foundation","Community Foundation for Southeast Michigan","2577","282","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3360","International Institute of Metropolitan Detroit, Inc","Community Foundation for Southeast Michigan","10000","283","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3359","Inforum Center for Leadership","Community Foundation for Southeast Michigan","3000","2954","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3358","Inforum Center for Leadership","Community Foundation for Southeast Michigan","250000","2954","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3357","Ilitch Charties, Inc.","Community Foundation for Southeast Michigan","5000","3355","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3356","Ilitch Charties, Inc.","Community Foundation for Southeast Michigan","2500","3355","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3354","Hospice of Michigan, Inc","Community Foundation for Southeast Michigan","250","273","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3353","Hospice of Michigan, Inc","Community Foundation for Southeast Michigan","80418","273","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3352","Henry Ford Health System","Community Foundation for Southeast Michigan","2500","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3351","Henry Ford Health System","Community Foundation for Southeast Michigan","100000","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3350","Henry Ford Health System","Community Foundation for Southeast Michigan","50000","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3349","Henry Ford Health System","Community Foundation for Southeast Michigan","50000","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3348","Henry Ford Health System","Community Foundation for Southeast Michigan","1500000","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3347","Henry Ford Health System","Community Foundation for Southeast Michigan","2500","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3346","Henry Ford Health System","Community Foundation for Southeast Michigan","1000","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3345","Henry Ford Health System","Community Foundation for Southeast Michigan","2583","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3344","Henry Ford Health System","Community Foundation for Southeast Michigan","2000","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3343","Henry Ford Health System","Community Foundation for Southeast Michigan","300","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3342","Henry Ford Health System","Community Foundation for Southeast Michigan","10000","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3341","Henry Ford Health System","Community Foundation for Southeast Michigan","2500","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3340","Henry Ford Health System","Community Foundation for Southeast Michigan","1000","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3339","Henry Ford Health System","Community Foundation for Southeast Michigan","2000","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3338","Henry Ford Health System","Community Foundation for Southeast Michigan","250","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3337","Henry Ford Health System","Community Foundation for Southeast Michigan","140000","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3336","Henry Ford Health System","Community Foundation for Southeast Michigan","62500","263","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3335","Greening of Detroit","Community Foundation for Southeast Michigan","1000","253","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3334","Greening of Detroit","Community Foundation for Southeast Michigan","150000","253","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3333","Greening of Detroit","Community Foundation for Southeast Michigan","1500","253","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3332","Greening of Detroit","Community Foundation for Southeast Michigan","149940","253","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3331","Greening of Detroit","Community Foundation for Southeast Michigan","7750","253","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3330","Boy Scouts of America - Great Lakes Council ","Community Foundation for Southeast Michigan","1000","56","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3329","Boy Scouts of America - Great Lakes Council ","Community Foundation for Southeast Michigan","2500","56","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3328","Boy Scouts of America - Great Lakes Council ","Community Foundation for Southeast Michigan","64445","56","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3327","Great Lakes Chamber Music Festival - Detroit Chamber Winds","Community Foundation for Southeast Michigan","3007","247","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3326","Great Lakes Chamber Music Festival - Detroit Chamber Winds","Community Foundation for Southeast Michigan","17666","247","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3325","Great Lakes Chamber Music Festival - Detroit Chamber Winds","Community Foundation for Southeast Michigan","2821","247","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3324","Grandmont Rosedale Development Corporation","Community Foundation for Southeast Michigan","7485","245","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3323","Grace Episcopal Church","Community Foundation for Southeast Michigan","20000","244","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3322","Goodwill Industries of Greater Detroit","Community Foundation for Southeast Michigan","500","243","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3321","Goodwill Industries of Greater Detroit","Community Foundation for Southeast Michigan","60771","243","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3320","Goodwill Industries of Greater Detroit","Community Foundation for Southeast Michigan","51500","243","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3319","Gleaners Community Food Bank, Inc","Community Foundation for Southeast Michigan","36297","242","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3318","Gleaners Community Food Bank, Inc","Community Foundation for Southeast Michigan","250","242","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3317","Gleaners Community Food Bank, Inc","Community Foundation for Southeast Michigan","20000","242","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3316","Gleaners Community Food Bank, Inc","Community Foundation for Southeast Michigan","950","242","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3315","Gleaners Community Food Bank, Inc","Community Foundation for Southeast Michigan","12500","242","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3314","Gleaners Community Food Bank, Inc","Community Foundation for Southeast Michigan","48525","242","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3313","Gleaners Community Food Bank, Inc","Community Foundation for Southeast Michigan","1250","242","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3312","Friends School in Detroit","Community Foundation for Southeast Michigan","30361","236","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3306","Focus: HOPE","Community Foundation for Southeast Michigan","5994","223","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3305","Focus: HOPE","Community Foundation for Southeast Michigan","76181","223","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3304","Focus: HOPE","Community Foundation for Southeast Michigan","76181","223","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3303","Focus: HOPE","Community Foundation for Southeast Michigan","13500","223","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3302","Fellowship Chapel","Community Foundation for Southeast Michigan","250","217","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3301","Fellowship Chapel","Community Foundation for Southeast Michigan","5000","217","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3300","Evangelical Homes of Michigan","Community Foundation for Southeast Michigan","80000","209","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3299","Eta Phi Beta Sorority, Inc","Community Foundation for Southeast Michigan","16161","208","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3298","Equality Michigan","Community Foundation for Southeast Michigan","25711","205","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3297","Empowerment Plan","Community Foundation for Southeast Michigan","102000","203","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3295","Education Achievement Authority","Community Foundation for Southeast Michigan","5000","197","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3294","Ecumenical Theological Seminary","Community Foundation for Southeast Michigan","18014","195","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3293","Ecumenical Theological Seminary","Community Foundation for Southeast Michigan","1000","195","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3292","East Michigan Environmental Action Council","Community Foundation for Southeast Michigan","30000","193","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3291","Don Bosco Hall, Inc","Community Foundation for Southeast Michigan","5000","189","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3290","Detroit Zoological Society","Community Foundation for Southeast Michigan","2000","183","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3289","Detroit Zoological Society","Community Foundation for Southeast Michigan","200250","183","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3288","Detroit Zoological Society","Community Foundation for Southeast Michigan","11250","183","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3287","Detroit Zoological Society","Community Foundation for Southeast Michigan","2500","183","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
"3286","Detroit Zoological Society","Community Foundation for Southeast Michigan","5000","183","111","Sun, 01 Jan 2012 00:00:00 -0500","Tue, 01 Jan 2013 00:00:00 -0500"
